"run","randomSeed","numTanksBlue","default_observer_minPycor","default_observer_maxPycor","numSoldierBlue","default_observer_maxPxcor","numRidersBlue","default_observer_minPxcor","numTanksRed","numRidersRed","numSoldierRed"
608,2060078118,20,-16,16,10,16,10,-16,10,10,10
609,2060078571,20,-16,16,10,16,10,-16,10,10,20
610,2060078899,20,-16,16,10,16,10,-16,10,20,0
611,2060079211,20,-16,16,10,16,10,-16,10,20,10
612,2060079493,20,-16,16,10,16,10,-16,10,20,20
613,2060079854,20,-16,16,10,16,10,-16,20,0,0
614,2060080198,20,-16,16,10,16,10,-16,20,0,10
615,2060080510,20,-16,16,10,16,10,-16,20,0,20
616,2060080870,20,-16,16,10,16,10,-16,20,10,0
617,2060081245,20,-16,16,10,16,10,-16,20,10,10
618,2060081573,20,-16,16,10,16,10,-16,20,10,20
619,2060081838,20,-16,16,10,16,10,-16,20,20,0
620,2060082291,20,-16,16,10,16,10,-16,20,20,10
621,2060082666,20,-16,16,10,16,10,-16,20,20,20
622,2060083057,20,-16,16,10,16,20,-16,0,0,0
623,2060083432,20,-16,16,10,16,20,-16,0,0,10
624,2060083776,20,-16,16,10,16,20,-16,0,0,20
625,2060084120,20,-16,16,10,16,20,-16,0,10,0
626,2060084526,20,-16,16,10,16,20,-16,0,10,10
627,2060084854,20,-16,16,10,16,20,-16,0,10,20
628,2060085166,20,-16,16,10,16,20,-16,0,20,0
629,2060085573,20,-16,16,10,16,20,-16,0,20,10
630,2060085963,20,-16,16,10,16,20,-16,0,20,20
631,2060086213,20,-16,16,10,16,20,-16,10,0,0
632,2060086588,20,-16,16,10,16,20,-16,10,0,10
633,2060086885,20,-16,16,10,16,20,-16,10,0,20
634,2060087354,20,-16,16,10,16,20,-16,10,10,0
635,2060087666,20,-16,16,10,16,20,-16,10,10,10
636,2060088010,20,-16,16,10,16,20,-16,10,10,20
637,2060088338,20,-16,16,10,16,20,-16,10,20,0
638,2060088651,20,-16,16,10,16,20,-16,10,20,10
639,2060088995,20,-16,16,10,16,20,-16,10,20,20
640,2060089416,20,-16,16,10,16,20,-16,20,0,0
641,2060089745,20,-16,16,10,16,20,-16,20,0,10
642,2060090151,20,-16,16,10,16,20,-16,20,0,20
643,2060090620,20,-16,16,10,16,20,-16,20,10,0
644,2060090916,20,-16,16,10,16,20,-16,20,10,10
645,2060091323,20,-16,16,10,16,20,-16,20,10,20
646,2060091729,20,-16,16,10,16,20,-16,20,20,0
