"tick","run","remainingTanksBlue","remainingTanksRed","remainingRidersBlue","remainingRidersRed","remainingSoldiersBlue","remainingSoldiersRed"
34.0,329,5.0,6.0,1.0,3.0,5.0,3.0
35.0,329,5.0,5.0,1.0,3.0,5.0,2.0
36.0,329,5.0,5.0,1.0,3.0,5.0,2.0
37.0,329,5.0,5.0,0.0,2.0,5.0,2.0
38.0,329,4.0,5.0,0.0,1.0,4.0,2.0
39.0,329,4.0,4.0,0.0,1.0,4.0,2.0
40.0,329,4.0,4.0,0.0,1.0,4.0,2.0
41.0,329,4.0,4.0,0.0,0.0,2.0,2.0
42.0,329,4.0,3.0,0.0,0.0,2.0,2.0
43.0,329,4.0,3.0,0.0,0.0,2.0,2.0
44.0,329,4.0,3.0,0.0,0.0,2.0,2.0
45.0,329,4.0,3.0,0.0,0.0,2.0,2.0
46.0,329,4.0,3.0,0.0,0.0,2.0,2.0
47.0,329,4.0,3.0,0.0,0.0,2.0,2.0
48.0,329,4.0,2.0,0.0,0.0,1.0,2.0
49.0,329,4.0,2.0,0.0,0.0,1.0,1.0
50.0,329,4.0,2.0,0.0,0.0,1.0,1.0
51.0,329,4.0,2.0,0.0,0.0,1.0,1.0
52.0,329,4.0,2.0,0.0,0.0,1.0,1.0
53.0,329,4.0,2.0,0.0,0.0,1.0,1.0
54.0,329,4.0,2.0,0.0,0.0,1.0,1.0
55.0,329,4.0,2.0,0.0,0.0,1.0,1.0
56.0,329,4.0,2.0,0.0,0.0,1.0,0.0
57.0,329,3.0,2.0,0.0,0.0,1.0,0.0
58.0,329,3.0,2.0,0.0,0.0,1.0,0.0
59.0,329,3.0,2.0,0.0,0.0,1.0,0.0
60.0,329,2.0,2.0,0.0,0.0,1.0,0.0
61.0,329,2.0,2.0,0.0,0.0,1.0,0.0
62.0,329,2.0,2.0,0.0,0.0,1.0,0.0
63.0,329,2.0,2.0,0.0,0.0,1.0,0.0
64.0,329,2.0,2.0,0.0,0.0,1.0,0.0
65.0,329,2.0,2.0,0.0,0.0,1.0,0.0
66.0,329,2.0,2.0,0.0,0.0,1.0,0.0
67.0,329,2.0,2.0,0.0,0.0,1.0,0.0
68.0,329,2.0,2.0,0.0,0.0,1.0,0.0
69.0,329,2.0,2.0,0.0,0.0,1.0,0.0
70.0,329,2.0,2.0,0.0,0.0,1.0,0.0
71.0,329,2.0,2.0,0.0,0.0,1.0,0.0
72.0,329,2.0,2.0,0.0,0.0,1.0,0.0
73.0,329,2.0,1.0,0.0,0.0,1.0,0.0
74.0,329,2.0,1.0,0.0,0.0,1.0,0.0
75.0,329,2.0,1.0,0.0,0.0,1.0,0.0
76.0,329,2.0,1.0,0.0,0.0,1.0,0.0
77.0,329,2.0,1.0,0.0,0.0,1.0,0.0
78.0,329,2.0,1.0,0.0,0.0,1.0,0.0
79.0,329,2.0,1.0,0.0,0.0,1.0,0.0
80.0,329,2.0,1.0,0.0,0.0,1.0,0.0
81.0,329,2.0,1.0,0.0,0.0,1.0,0.0
82.0,329,2.0,1.0,0.0,0.0,1.0,0.0
83.0,329,1.0,1.0,0.0,0.0,1.0,0.0
84.0,329,1.0,1.0,0.0,0.0,1.0,0.0
85.0,329,1.0,1.0,0.0,0.0,1.0,0.0
86.0,329,1.0,1.0,0.0,0.0,1.0,0.0
87.0,329,1.0,1.0,0.0,0.0,1.0,0.0
88.0,329,1.0,1.0,0.0,0.0,1.0,0.0
89.0,329,1.0,0.0,0.0,0.0,1.0,0.0
1.0,330,10.0,10.0,10.0,10.0,10.0,10.0
2.0,330,10.0,10.0,10.0,10.0,10.0,10.0
3.0,330,10.0,10.0,10.0,10.0,10.0,10.0
4.0,330,9.0,10.0,10.0,10.0,10.0,10.0
5.0,330,9.0,10.0,10.0,10.0,10.0,10.0
6.0,330,9.0,9.0,10.0,10.0,10.0,10.0
7.0,330,9.0,8.0,9.0,9.0,10.0,10.0
8.0,330,8.0,7.0,8.0,9.0,10.0,10.0
9.0,330,7.0,7.0,8.0,9.0,9.0,10.0
10.0,330,7.0,6.0,7.0,9.0,9.0,10.0
11.0,330,7.0,6.0,7.0,8.0,9.0,10.0
12.0,330,7.0,6.0,6.0,8.0,9.0,10.0
13.0,330,7.0,6.0,5.0,6.0,7.0,9.0
14.0,330,7.0,5.0,3.0,4.0,7.0,7.0
15.0,330,6.0,5.0,3.0,2.0,6.0,6.0
16.0,330,4.0,5.0,3.0,1.0,6.0,6.0
17.0,330,3.0,5.0,3.0,1.0,6.0,6.0
18.0,330,3.0,5.0,3.0,0.0,5.0,6.0
19.0,330,3.0,5.0,3.0,0.0,5.0,6.0
20.0,330,3.0,5.0,3.0,0.0,5.0,6.0
21.0,330,3.0,5.0,3.0,0.0,5.0,6.0
22.0,330,3.0,5.0,3.0,0.0,5.0,6.0
23.0,330,3.0,5.0,3.0,0.0,5.0,6.0
24.0,330,3.0,5.0,3.0,0.0,5.0,5.0
25.0,330,2.0,5.0,3.0,0.0,4.0,5.0
26.0,330,1.0,4.0,2.0,0.0,3.0,4.0
27.0,330,1.0,2.0,1.0,0.0,3.0,4.0
28.0,330,1.0,2.0,1.0,0.0,3.0,4.0
29.0,330,1.0,2.0,1.0,0.0,3.0,4.0
30.0,330,1.0,2.0,1.0,0.0,2.0,4.0
31.0,330,1.0,1.0,1.0,0.0,0.0,3.0
32.0,330,1.0,0.0,0.0,0.0,0.0,2.0
33.0,330,1.0,0.0,0.0,0.0,0.0,2.0
34.0,330,1.0,0.0,0.0,0.0,0.0,2.0
35.0,330,1.0,0.0,0.0,0.0,0.0,2.0
36.0,330,1.0,0.0,0.0,0.0,0.0,2.0
37.0,330,1.0,0.0,0.0,0.0,0.0,2.0
38.0,330,0.0,0.0,0.0,0.0,0.0,1.0
1.0,331,10.0,10.0,10.0,10.0,10.0,10.0
2.0,331,10.0,10.0,10.0,9.0,10.0,10.0
3.0,331,10.0,10.0,10.0,9.0,10.0,10.0
4.0,331,10.0,10.0,9.0,9.0,10.0,9.0
5.0,331,10.0,10.0,9.0,9.0,10.0,9.0
6.0,331,10.0,10.0,9.0,9.0,10.0,9.0
7.0,331,10.0,10.0,8.0,8.0,10.0,9.0
8.0,331,9.0,10.0,8.0,8.0,9.0,9.0
9.0,331,9.0,8.0,8.0,8.0,9.0,9.0
10.0,331,9.0,8.0,8.0,7.0,8.0,9.0
11.0,331,9.0,8.0,8.0,7.0,7.0,9.0
12.0,331,9.0,7.0,7.0,7.0,6.0,9.0
13.0,331,8.0,6.0,6.0,6.0,6.0,9.0
14.0,331,8.0,6.0,5.0,5.0,6.0,9.0
15.0,331,8.0,6.0,5.0,4.0,5.0,9.0
16.0,331,8.0,6.0,4.0,3.0,4.0,8.0
17.0,331,7.0,6.0,4.0,3.0,4.0,8.0
18.0,331,7.0,5.0,4.0,2.0,2.0,8.0
19.0,331,7.0,5.0,4.0,2.0,2.0,8.0
20.0,331,7.0,5.0,4.0,2.0,2.0,8.0
21.0,331,7.0,5.0,4.0,2.0,2.0,7.0
22.0,331,5.0,5.0,3.0,2.0,2.0,7.0
23.0,331,5.0,3.0,3.0,2.0,2.0,7.0
24.0,331,5.0,3.0,3.0,2.0,1.0,7.0
25.0,331,5.0,3.0,3.0,2.0,1.0,7.0
26.0,331,5.0,3.0,3.0,2.0,0.0,7.0
27.0,331,5.0,2.0,2.0,2.0,0.0,7.0
28.0,331,5.0,2.0,2.0,2.0,0.0,7.0
29.0,331,5.0,2.0,2.0,2.0,0.0,7.0
30.0,331,5.0,2.0,2.0,2.0,0.0,7.0
31.0,331,5.0,2.0,2.0,2.0,0.0,7.0
32.0,331,5.0,2.0,1.0,1.0,0.0,6.0
33.0,331,5.0,2.0,1.0,0.0,0.0,6.0
34.0,331,5.0,2.0,0.0,0.0,0.0,6.0
35.0,331,5.0,2.0,0.0,0.0,0.0,4.0
36.0,331,5.0,2.0,0.0,0.0,0.0,4.0
37.0,331,5.0,2.0,0.0,0.0,0.0,4.0
38.0,331,5.0,2.0,0.0,0.0,0.0,4.0
39.0,331,4.0,2.0,0.0,0.0,0.0,4.0
40.0,331,4.0,2.0,0.0,0.0,0.0,4.0
41.0,331,3.0,1.0,0.0,0.0,0.0,4.0
42.0,331,3.0,1.0,0.0,0.0,0.0,4.0
43.0,331,3.0,1.0,0.0,0.0,0.0,4.0
44.0,331,3.0,1.0,0.0,0.0,0.0,4.0
45.0,331,3.0,1.0,0.0,0.0,0.0,4.0
46.0,331,3.0,1.0,0.0,0.0,0.0,4.0
47.0,331,3.0,1.0,0.0,0.0,0.0,4.0
48.0,331,3.0,1.0,0.0,0.0,0.0,4.0
49.0,331,3.0,1.0,0.0,0.0,0.0,4.0
50.0,331,3.0,1.0,0.0,0.0,0.0,4.0
51.0,331,3.0,1.0,0.0,0.0,0.0,4.0
52.0,331,2.0,1.0,0.0,0.0,0.0,4.0
53.0,331,2.0,1.0,0.0,0.0,0.0,4.0
54.0,331,2.0,1.0,0.0,0.0,0.0,4.0
55.0,331,2.0,1.0,0.0,0.0,0.0,2.0
56.0,331,1.0,1.0,0.0,0.0,0.0,1.0
57.0,331,1.0,1.0,0.0,0.0,0.0,1.0
58.0,331,0.0,1.0,0.0,0.0,0.0,0.0
1.0,332,10.0,10.0,10.0,10.0,10.0,10.0
2.0,332,10.0,10.0,10.0,9.0,9.0,10.0
3.0,332,10.0,10.0,10.0,9.0,9.0,10.0
4.0,332,10.0,10.0,10.0,8.0,9.0,10.0
5.0,332,9.0,10.0,10.0,8.0,9.0,10.0
6.0,332,9.0,10.0,10.0,8.0,8.0,10.0
7.0,332,9.0,9.0,9.0,8.0,8.0,9.0
8.0,332,9.0,9.0,9.0,7.0,8.0,9.0
9.0,332,9.0,9.0,8.0,7.0,7.0,9.0
10.0,332,9.0,9.0,7.0,7.0,7.0,9.0
11.0,332,9.0,9.0,7.0,7.0,7.0,8.0
12.0,332,9.0,9.0,7.0,6.0,6.0,8.0
13.0,332,9.0,8.0,6.0,6.0,6.0,8.0
14.0,332,9.0,8.0,6.0,6.0,5.0,8.0
15.0,332,9.0,7.0,5.0,6.0,5.0,7.0
16.0,332,9.0,7.0,4.0,6.0,5.0,7.0
17.0,332,8.0,7.0,4.0,6.0,5.0,6.0
18.0,332,7.0,7.0,3.0,6.0,5.0,6.0
19.0,332,7.0,6.0,3.0,6.0,5.0,6.0
20.0,332,7.0,6.0,2.0,6.0,5.0,6.0
21.0,332,7.0,5.0,1.0,5.0,5.0,5.0
22.0,332,7.0,5.0,1.0,5.0,5.0,5.0
23.0,332,6.0,5.0,1.0,4.0,5.0,5.0
24.0,332,6.0,5.0,1.0,4.0,5.0,5.0
25.0,332,6.0,5.0,1.0,4.0,5.0,5.0
26.0,332,6.0,5.0,1.0,4.0,5.0,5.0
27.0,332,5.0,5.0,1.0,4.0,5.0,5.0
28.0,332,5.0,5.0,1.0,4.0,5.0,5.0
29.0,332,5.0,5.0,1.0,4.0,5.0,4.0
30.0,332,5.0,4.0,1.0,4.0,4.0,4.0
31.0,332,5.0,4.0,1.0,4.0,4.0,4.0
32.0,332,5.0,4.0,1.0,4.0,3.0,3.0
33.0,332,4.0,4.0,1.0,4.0,3.0,3.0
34.0,332,4.0,4.0,1.0,3.0,3.0,3.0
35.0,332,4.0,4.0,0.0,2.0,3.0,3.0
36.0,332,3.0,4.0,0.0,1.0,2.0,3.0
37.0,332,3.0,4.0,0.0,1.0,2.0,3.0
38.0,332,2.0,4.0,0.0,0.0,2.0,3.0
39.0,332,2.0,4.0,0.0,0.0,2.0,3.0
40.0,332,2.0,4.0,0.0,0.0,2.0,3.0
41.0,332,2.0,4.0,0.0,0.0,2.0,3.0
42.0,332,2.0,4.0,0.0,0.0,2.0,3.0
43.0,332,2.0,4.0,0.0,0.0,2.0,3.0
44.0,332,2.0,4.0,0.0,0.0,2.0,3.0
45.0,332,2.0,3.0,0.0,0.0,2.0,2.0
46.0,332,1.0,2.0,0.0,0.0,2.0,2.0
47.0,332,1.0,2.0,0.0,0.0,2.0,2.0
48.0,332,1.0,2.0,0.0,0.0,2.0,2.0
49.0,332,1.0,2.0,0.0,0.0,2.0,2.0
50.0,332,1.0,2.0,0.0,0.0,2.0,2.0
51.0,332,1.0,2.0,0.0,0.0,2.0,2.0
52.0,332,1.0,2.0,0.0,0.0,2.0,2.0
53.0,332,1.0,2.0,0.0,0.0,1.0,2.0
54.0,332,1.0,1.0,0.0,0.0,1.0,2.0
55.0,332,1.0,1.0,0.0,0.0,1.0,2.0
56.0,332,1.0,1.0,0.0,0.0,1.0,2.0
57.0,332,1.0,1.0,0.0,0.0,1.0,2.0
58.0,332,1.0,1.0,0.0,0.0,1.0,2.0
59.0,332,1.0,1.0,0.0,0.0,1.0,2.0
60.0,332,1.0,1.0,0.0,0.0,1.0,2.0
61.0,332,1.0,1.0,0.0,0.0,1.0,2.0
62.0,332,1.0,0.0,0.0,0.0,1.0,2.0
63.0,332,0.0,0.0,0.0,0.0,0.0,2.0
1.0,333,10.0,10.0,10.0,10.0,10.0,10.0
2.0,333,10.0,10.0,10.0,10.0,10.0,10.0
3.0,333,10.0,10.0,10.0,10.0,10.0,10.0
4.0,333,10.0,10.0,10.0,9.0,8.0,10.0
5.0,333,10.0,10.0,9.0,9.0,8.0,9.0
6.0,333,10.0,9.0,9.0,9.0,8.0,9.0
7.0,333,10.0,9.0,9.0,8.0,8.0,9.0
8.0,333,9.0,9.0,8.0,8.0,8.0,9.0
9.0,333,9.0,9.0,8.0,8.0,8.0,7.0
10.0,333,9.0,9.0,8.0,8.0,7.0,7.0
11.0,333,7.0,9.0,8.0,7.0,7.0,6.0
12.0,333,7.0,9.0,8.0,6.0,6.0,6.0
13.0,333,7.0,9.0,8.0,6.0,6.0,6.0
14.0,333,7.0,9.0,6.0,6.0,6.0,6.0
15.0,333,7.0,9.0,5.0,6.0,6.0,4.0
16.0,333,7.0,9.0,4.0,4.0,6.0,4.0
17.0,333,7.0,9.0,3.0,4.0,6.0,4.0
18.0,333,7.0,8.0,3.0,3.0,6.0,4.0
19.0,333,6.0,8.0,3.0,3.0,6.0,4.0
20.0,333,6.0,8.0,3.0,3.0,6.0,4.0
21.0,333,6.0,8.0,3.0,3.0,6.0,4.0
22.0,333,5.0,8.0,3.0,3.0,6.0,4.0
23.0,333,5.0,7.0,2.0,3.0,6.0,4.0
24.0,333,4.0,6.0,1.0,3.0,6.0,4.0
25.0,333,4.0,5.0,1.0,3.0,5.0,2.0
26.0,333,4.0,5.0,1.0,3.0,5.0,2.0
27.0,333,4.0,4.0,1.0,3.0,4.0,2.0
28.0,333,4.0,3.0,0.0,3.0,4.0,2.0
29.0,333,4.0,3.0,0.0,2.0,4.0,2.0
30.0,333,4.0,3.0,0.0,2.0,2.0,1.0
31.0,333,4.0,3.0,0.0,2.0,2.0,1.0
32.0,333,4.0,3.0,0.0,2.0,2.0,1.0
33.0,333,4.0,3.0,0.0,2.0,2.0,1.0
34.0,333,3.0,3.0,0.0,2.0,2.0,1.0
35.0,333,2.0,3.0,0.0,2.0,1.0,1.0
36.0,333,2.0,2.0,0.0,2.0,1.0,1.0
37.0,333,2.0,2.0,0.0,1.0,0.0,1.0
38.0,333,2.0,2.0,0.0,0.0,0.0,1.0
39.0,333,1.0,2.0,0.0,0.0,0.0,1.0
40.0,333,1.0,1.0,0.0,0.0,0.0,1.0
41.0,333,1.0,1.0,0.0,0.0,0.0,1.0
42.0,333,1.0,1.0,0.0,0.0,0.0,1.0
43.0,333,1.0,1.0,0.0,0.0,0.0,1.0
44.0,333,1.0,1.0,0.0,0.0,0.0,1.0
45.0,333,0.0,1.0,0.0,0.0,0.0,1.0
1.0,334,10.0,10.0,10.0,10.0,10.0,10.0
2.0,334,10.0,10.0,10.0,10.0,10.0,10.0
3.0,334,10.0,10.0,10.0,10.0,10.0,10.0
4.0,334,10.0,10.0,8.0,8.0,10.0,10.0
5.0,334,10.0,9.0,8.0,8.0,10.0,10.0
6.0,334,10.0,9.0,7.0,8.0,10.0,10.0
7.0,334,10.0,9.0,7.0,7.0,10.0,10.0
8.0,334,10.0,9.0,6.0,7.0,10.0,10.0
9.0,334,10.0,8.0,6.0,7.0,9.0,8.0
10.0,334,9.0,7.0,6.0,7.0,9.0,8.0
11.0,334,9.0,7.0,6.0,7.0,9.0,7.0
12.0,334,8.0,7.0,6.0,7.0,9.0,7.0
13.0,334,8.0,7.0,6.0,7.0,9.0,7.0
14.0,334,8.0,6.0,5.0,5.0,8.0,7.0
15.0,334,7.0,6.0,5.0,5.0,8.0,6.0
16.0,334,6.0,6.0,5.0,5.0,8.0,6.0
17.0,334,6.0,6.0,5.0,5.0,8.0,6.0
18.0,334,6.0,6.0,4.0,5.0,8.0,5.0
19.0,334,6.0,6.0,4.0,5.0,8.0,5.0
20.0,334,5.0,6.0,4.0,4.0,8.0,5.0
21.0,334,5.0,5.0,4.0,4.0,7.0,5.0
22.0,334,5.0,5.0,4.0,4.0,7.0,5.0
23.0,334,5.0,5.0,4.0,3.0,7.0,5.0
24.0,334,5.0,4.0,3.0,3.0,5.0,5.0
25.0,334,5.0,3.0,3.0,3.0,5.0,5.0
26.0,334,5.0,2.0,2.0,3.0,4.0,5.0
27.0,334,5.0,2.0,2.0,3.0,4.0,5.0
28.0,334,5.0,2.0,2.0,3.0,3.0,4.0
29.0,334,5.0,2.0,1.0,3.0,3.0,4.0
30.0,334,5.0,2.0,1.0,2.0,3.0,4.0
31.0,334,5.0,2.0,1.0,1.0,3.0,4.0
32.0,334,4.0,2.0,1.0,1.0,2.0,3.0
33.0,334,4.0,2.0,1.0,1.0,1.0,2.0
34.0,334,4.0,2.0,1.0,1.0,1.0,2.0
35.0,334,4.0,2.0,1.0,1.0,1.0,2.0
36.0,334,4.0,2.0,1.0,1.0,1.0,2.0
37.0,334,4.0,2.0,1.0,1.0,1.0,2.0
38.0,334,4.0,2.0,1.0,1.0,1.0,2.0
39.0,334,4.0,2.0,1.0,1.0,1.0,2.0
40.0,334,4.0,2.0,1.0,1.0,1.0,2.0
41.0,334,4.0,2.0,1.0,1.0,1.0,1.0
42.0,334,3.0,2.0,1.0,1.0,1.0,1.0
43.0,334,3.0,2.0,1.0,1.0,1.0,1.0
44.0,334,3.0,2.0,1.0,0.0,1.0,1.0
45.0,334,2.0,2.0,1.0,0.0,1.0,1.0
46.0,334,2.0,2.0,1.0,0.0,1.0,1.0
47.0,334,2.0,2.0,1.0,0.0,1.0,1.0
48.0,334,2.0,2.0,1.0,0.0,1.0,1.0
49.0,334,2.0,2.0,1.0,0.0,1.0,1.0
50.0,334,2.0,2.0,1.0,0.0,1.0,1.0
51.0,334,2.0,2.0,1.0,0.0,1.0,1.0
52.0,334,2.0,2.0,1.0,0.0,1.0,1.0
53.0,334,2.0,2.0,1.0,0.0,1.0,1.0
54.0,334,2.0,2.0,1.0,0.0,1.0,1.0
55.0,334,2.0,2.0,1.0,0.0,1.0,1.0
56.0,334,2.0,2.0,1.0,0.0,1.0,1.0
57.0,334,2.0,1.0,1.0,0.0,0.0,1.0
58.0,334,2.0,1.0,1.0,0.0,0.0,1.0
59.0,334,2.0,0.0,1.0,0.0,0.0,1.0
60.0,334,2.0,0.0,1.0,0.0,0.0,1.0
61.0,334,2.0,0.0,1.0,0.0,0.0,1.0
62.0,334,1.0,0.0,1.0,0.0,0.0,1.0
63.0,334,1.0,0.0,1.0,0.0,0.0,1.0
64.0,334,1.0,0.0,0.0,0.0,0.0,0.0
1.0,335,10.0,10.0,10.0,10.0,10.0,10.0
2.0,335,10.0,10.0,10.0,10.0,10.0,10.0
3.0,335,10.0,10.0,9.0,9.0,9.0,9.0
4.0,335,10.0,10.0,9.0,9.0,9.0,9.0
5.0,335,10.0,10.0,9.0,8.0,9.0,9.0
6.0,335,10.0,10.0,8.0,7.0,9.0,9.0
7.0,335,10.0,9.0,6.0,7.0,9.0,9.0
8.0,335,10.0,9.0,6.0,7.0,8.0,8.0
9.0,335,10.0,9.0,6.0,7.0,8.0,8.0
10.0,335,10.0,9.0,6.0,5.0,8.0,8.0
11.0,335,7.0,9.0,5.0,5.0,7.0,7.0
12.0,335,7.0,8.0,4.0,5.0,7.0,7.0
13.0,335,6.0,8.0,4.0,5.0,7.0,6.0
14.0,335,6.0,8.0,3.0,5.0,7.0,6.0
15.0,335,6.0,7.0,2.0,5.0,7.0,5.0
16.0,335,6.0,7.0,2.0,5.0,7.0,5.0
17.0,335,6.0,7.0,2.0,4.0,6.0,5.0
18.0,335,6.0,7.0,2.0,4.0,6.0,5.0
19.0,335,6.0,7.0,2.0,4.0,6.0,5.0
20.0,335,6.0,7.0,2.0,4.0,6.0,5.0
21.0,335,6.0,7.0,1.0,3.0,5.0,5.0
22.0,335,5.0,7.0,1.0,2.0,5.0,5.0
23.0,335,5.0,7.0,1.0,2.0,5.0,5.0
24.0,335,5.0,6.0,1.0,2.0,4.0,5.0
25.0,335,5.0,6.0,1.0,1.0,4.0,5.0
26.0,335,5.0,6.0,1.0,1.0,4.0,5.0
27.0,335,5.0,5.0,1.0,1.0,4.0,5.0
28.0,335,4.0,5.0,1.0,1.0,4.0,5.0
29.0,335,4.0,5.0,1.0,1.0,4.0,5.0
30.0,335,4.0,5.0,1.0,1.0,4.0,5.0
31.0,335,4.0,5.0,1.0,1.0,4.0,5.0
32.0,335,4.0,5.0,1.0,1.0,4.0,5.0
33.0,335,4.0,5.0,1.0,1.0,4.0,5.0
34.0,335,4.0,5.0,1.0,1.0,4.0,5.0
35.0,335,3.0,5.0,1.0,1.0,4.0,5.0
36.0,335,3.0,5.0,1.0,1.0,4.0,5.0
37.0,335,3.0,5.0,1.0,1.0,4.0,5.0
38.0,335,2.0,5.0,1.0,0.0,4.0,5.0
39.0,335,2.0,5.0,1.0,0.0,4.0,5.0
40.0,335,2.0,5.0,1.0,0.0,4.0,5.0
41.0,335,2.0,5.0,1.0,0.0,4.0,5.0
42.0,335,2.0,5.0,1.0,0.0,4.0,4.0
43.0,335,1.0,5.0,1.0,0.0,4.0,4.0
44.0,335,1.0,5.0,1.0,0.0,3.0,4.0
45.0,335,1.0,5.0,0.0,0.0,3.0,4.0
46.0,335,1.0,5.0,0.0,0.0,3.0,3.0
47.0,335,1.0,5.0,0.0,0.0,3.0,3.0
48.0,335,1.0,4.0,0.0,0.0,3.0,2.0
49.0,335,0.0,4.0,0.0,0.0,3.0,1.0
50.0,335,0.0,4.0,0.0,0.0,2.0,1.0
51.0,335,0.0,4.0,0.0,0.0,2.0,1.0
52.0,335,0.0,4.0,0.0,0.0,2.0,1.0
53.0,335,0.0,4.0,0.0,0.0,2.0,1.0
54.0,335,0.0,4.0,0.0,0.0,2.0,1.0
55.0,335,0.0,3.0,0.0,0.0,1.0,1.0
56.0,335,0.0,3.0,0.0,0.0,0.0,1.0
1.0,336,10.0,10.0,10.0,10.0,10.0,10.0
2.0,336,10.0,10.0,10.0,10.0,10.0,10.0
3.0,336,10.0,10.0,10.0,10.0,10.0,10.0
4.0,336,10.0,9.0,8.0,8.0,9.0,10.0
5.0,336,10.0,9.0,8.0,8.0,9.0,9.0
6.0,336,10.0,9.0,8.0,7.0,9.0,9.0
7.0,336,10.0,9.0,7.0,7.0,9.0,8.0
8.0,336,9.0,8.0,6.0,7.0,9.0,7.0
9.0,336,8.0,8.0,6.0,6.0,9.0,7.0
10.0,336,8.0,8.0,6.0,6.0,9.0,7.0
11.0,336,8.0,8.0,5.0,5.0,9.0,7.0
12.0,336,8.0,8.0,4.0,5.0,9.0,7.0
13.0,336,8.0,7.0,3.0,4.0,8.0,7.0
14.0,336,8.0,6.0,3.0,3.0,6.0,7.0
15.0,336,7.0,6.0,3.0,3.0,6.0,7.0
16.0,336,7.0,6.0,3.0,3.0,6.0,7.0
17.0,336,7.0,6.0,2.0,3.0,6.0,6.0
18.0,336,7.0,6.0,2.0,2.0,6.0,6.0
19.0,336,7.0,6.0,1.0,2.0,6.0,6.0
20.0,336,7.0,6.0,1.0,2.0,6.0,5.0
21.0,336,7.0,6.0,1.0,2.0,6.0,5.0
22.0,336,7.0,6.0,1.0,2.0,6.0,5.0
23.0,336,7.0,6.0,1.0,2.0,6.0,4.0
24.0,336,7.0,6.0,1.0,2.0,6.0,4.0
25.0,336,7.0,6.0,1.0,2.0,6.0,4.0
26.0,336,7.0,6.0,1.0,2.0,6.0,4.0
27.0,336,7.0,6.0,1.0,2.0,6.0,4.0
28.0,336,6.0,6.0,1.0,1.0,6.0,4.0
29.0,336,6.0,6.0,0.0,1.0,6.0,2.0
30.0,336,6.0,6.0,0.0,1.0,5.0,2.0
31.0,336,6.0,6.0,0.0,1.0,5.0,2.0
32.0,336,5.0,6.0,0.0,1.0,5.0,1.0
33.0,336,5.0,6.0,0.0,1.0,5.0,1.0
34.0,336,5.0,6.0,0.0,1.0,5.0,1.0
35.0,336,5.0,6.0,0.0,1.0,5.0,1.0
36.0,336,5.0,6.0,0.0,1.0,5.0,1.0
37.0,336,5.0,6.0,0.0,1.0,5.0,1.0
38.0,336,4.0,6.0,0.0,0.0,5.0,1.0
39.0,336,3.0,6.0,0.0,0.0,5.0,1.0
40.0,336,3.0,6.0,0.0,0.0,4.0,1.0
41.0,336,3.0,6.0,0.0,0.0,4.0,1.0
42.0,336,3.0,6.0,0.0,0.0,3.0,1.0
43.0,336,3.0,4.0,0.0,0.0,3.0,1.0
44.0,336,3.0,3.0,0.0,0.0,3.0,1.0
45.0,336,3.0,3.0,0.0,0.0,3.0,1.0
46.0,336,3.0,3.0,0.0,0.0,3.0,1.0
47.0,336,2.0,2.0,0.0,0.0,3.0,1.0
48.0,336,2.0,2.0,0.0,0.0,3.0,1.0
49.0,336,2.0,1.0,0.0,0.0,3.0,1.0
50.0,336,1.0,1.0,0.0,0.0,3.0,0.0
51.0,336,1.0,1.0,0.0,0.0,1.0,0.0
52.0,336,1.0,0.0,0.0,0.0,1.0,0.0
1.0,337,10.0,10.0,10.0,10.0,10.0,10.0
2.0,337,10.0,10.0,10.0,10.0,10.0,10.0
3.0,337,10.0,10.0,10.0,10.0,10.0,10.0
4.0,337,10.0,10.0,10.0,10.0,10.0,10.0
5.0,337,10.0,9.0,10.0,10.0,10.0,10.0
6.0,337,10.0,9.0,8.0,9.0,10.0,9.0
7.0,337,9.0,8.0,6.0,9.0,10.0,8.0
8.0,337,8.0,8.0,6.0,8.0,10.0,8.0
9.0,337,8.0,8.0,5.0,8.0,10.0,8.0
10.0,337,8.0,7.0,4.0,8.0,10.0,6.0
11.0,337,6.0,7.0,4.0,8.0,10.0,5.0
12.0,337,6.0,7.0,4.0,7.0,9.0,5.0
13.0,337,6.0,6.0,3.0,7.0,9.0,5.0
14.0,337,6.0,5.0,3.0,7.0,9.0,5.0
15.0,337,6.0,4.0,3.0,7.0,9.0,5.0
16.0,337,6.0,4.0,3.0,7.0,9.0,5.0
17.0,337,6.0,4.0,2.0,4.0,7.0,5.0
18.0,337,6.0,3.0,2.0,3.0,7.0,4.0
19.0,337,5.0,3.0,2.0,3.0,6.0,4.0
20.0,337,5.0,3.0,2.0,3.0,6.0,4.0
21.0,337,5.0,3.0,2.0,3.0,6.0,4.0
22.0,337,5.0,3.0,2.0,3.0,6.0,4.0
23.0,337,5.0,3.0,2.0,3.0,5.0,4.0
24.0,337,5.0,3.0,1.0,3.0,5.0,4.0
25.0,337,5.0,3.0,1.0,3.0,5.0,4.0
26.0,337,5.0,3.0,1.0,3.0,5.0,4.0
27.0,337,4.0,3.0,1.0,3.0,5.0,3.0
28.0,337,4.0,3.0,1.0,3.0,5.0,3.0
29.0,337,4.0,3.0,1.0,3.0,4.0,2.0
30.0,337,4.0,3.0,1.0,3.0,4.0,2.0
31.0,337,4.0,2.0,1.0,3.0,4.0,2.0
32.0,337,4.0,2.0,1.0,2.0,4.0,2.0
